temp_vern_min,temp_vern_inter,temp_vern_max,daily_vern_rate,photoperiod_min,photoperiod_max,coeff_primordia_emission_vegetative,derivationLength,option_tallage,option_senescence,option_floraison,cutting_height,cutting_end,HCOUP,meteo_filename,cutting_dates,PS_compensation_point,leaf_primary_induction_coeff,value_C,leaf_number_max,PPRM,coeff_primordia_emission_reproductive,leaf_secondary_induction_coeff,increase_growth_C,Premiecroiss,increase_growth_Premiecroiss,site,sowing_date,Scenario,name
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.63,THEIX,2015_09_15,3641,simulation_3641
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.63,THEIX,2016_09_15,3642,simulation_3642
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2005_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.63,EXMES,2005_09_15,3643,simulation_3643
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2002_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.63,EXMES,2002_09_15,3644,simulation_3644
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.63,THEIX,2009_09_15,3645,simulation_3645
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,ERDRE-EN-ANJOU,2009_09_15,3646,simulation_3646
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,ERDRE-EN-ANJOU,2012_09_15,3647,simulation_3647
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,ERDRE-EN-ANJOU,2016_09_15,3648,simulation_3648
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,GUYANCOURT,2007_09_15,3649,simulation_3649
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,LUSIGNAN,2007_09_15,3650,simulation_3650
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2008_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,LUSIGNAN,2008_09_15,3651,simulation_3651
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,LUSIGNAN,2009_09_15,3652,simulation_3652
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,LUSIGNAN,2010_09_15,3653,simulation_3653
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,LUSIGNAN,2011_09_15,3654,simulation_3654
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,LUSIGNAN,2012_09_15,3655,simulation_3655
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2014_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,LUSIGNAN,2014_09_15,3656,simulation_3656
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,LUSIGNAN,2016_09_15,3657,simulation_3657
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,PLOUDANIEL,2009_09_15,3658,simulation_3658
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,PLOUDANIEL,2010_09_15,3659,simulation_3659
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,PLOUDANIEL,2013_09_15,3660,simulation_3660
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,PLOUDANIEL,2015_09_15,3661,simulation_3661
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2006_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,THEIX,2006_09_15,3662,simulation_3662
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,THEIX,2007_09_15,3663,simulation_3663
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,THEIX,2010_09_15,3664,simulation_3664
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,THEIX,2011_09_15,3665,simulation_3665
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,THEIX,2012_09_15,3666,simulation_3666
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,THEIX,2013_09_15,3667,simulation_3667
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,THEIX,2015_09_15,3668,simulation_3668
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,THEIX,2016_09_15,3669,simulation_3669
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2005_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,EXMES,2005_09_15,3670,simulation_3670
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2002_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,EXMES,2002_09_15,3671,simulation_3671
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,0.92,THEIX,2009_09_15,3672,simulation_3672
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,ERDRE-EN-ANJOU,2009_09_15,3673,simulation_3673
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,ERDRE-EN-ANJOU,2012_09_15,3674,simulation_3674
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,ERDRE-EN-ANJOU,2016_09_15,3675,simulation_3675
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,GUYANCOURT,2007_09_15,3676,simulation_3676
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,LUSIGNAN,2007_09_15,3677,simulation_3677
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2008_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,LUSIGNAN,2008_09_15,3678,simulation_3678
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,LUSIGNAN,2009_09_15,3679,simulation_3679
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,LUSIGNAN,2010_09_15,3680,simulation_3680
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,LUSIGNAN,2011_09_15,3681,simulation_3681
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,LUSIGNAN,2012_09_15,3682,simulation_3682
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2014_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,LUSIGNAN,2014_09_15,3683,simulation_3683
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,LUSIGNAN,2016_09_15,3684,simulation_3684
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,PLOUDANIEL,2009_09_15,3685,simulation_3685
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,PLOUDANIEL,2010_09_15,3686,simulation_3686
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,PLOUDANIEL,2013_09_15,3687,simulation_3687
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,PLOUDANIEL,2015_09_15,3688,simulation_3688
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2006_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,THEIX,2006_09_15,3689,simulation_3689
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,THEIX,2007_09_15,3690,simulation_3690
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,THEIX,2010_09_15,3691,simulation_3691
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,THEIX,2011_09_15,3692,simulation_3692
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,THEIX,2012_09_15,3693,simulation_3693
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,THEIX,2013_09_15,3694,simulation_3694
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,THEIX,2015_09_15,3695,simulation_3695
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,THEIX,2016_09_15,3696,simulation_3696
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2005_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,EXMES,2005_09_15,3697,simulation_3697
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2002_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,EXMES,2002_09_15,3698,simulation_3698
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.21,THEIX,2009_09_15,3699,simulation_3699
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,ERDRE-EN-ANJOU,2009_09_15,3700,simulation_3700
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,ERDRE-EN-ANJOU,2012_09_15,3701,simulation_3701
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,ERDRE-EN-ANJOU,2016_09_15,3702,simulation_3702
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,GUYANCOURT,2007_09_15,3703,simulation_3703
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,LUSIGNAN,2007_09_15,3704,simulation_3704
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2008_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,LUSIGNAN,2008_09_15,3705,simulation_3705
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,LUSIGNAN,2009_09_15,3706,simulation_3706
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,LUSIGNAN,2010_09_15,3707,simulation_3707
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,LUSIGNAN,2011_09_15,3708,simulation_3708
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,LUSIGNAN,2012_09_15,3709,simulation_3709
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2014_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,LUSIGNAN,2014_09_15,3710,simulation_3710
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,LUSIGNAN,2016_09_15,3711,simulation_3711
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,PLOUDANIEL,2009_09_15,3712,simulation_3712
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,PLOUDANIEL,2010_09_15,3713,simulation_3713
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,PLOUDANIEL,2013_09_15,3714,simulation_3714
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,PLOUDANIEL,2015_09_15,3715,simulation_3715
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2006_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,THEIX,2006_09_15,3716,simulation_3716
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,THEIX,2007_09_15,3717,simulation_3717
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,THEIX,2010_09_15,3718,simulation_3718
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,THEIX,2011_09_15,3719,simulation_3719
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,THEIX,2012_09_15,3720,simulation_3720
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,THEIX,2013_09_15,3721,simulation_3721
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,THEIX,2015_09_15,3722,simulation_3722
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,THEIX,2016_09_15,3723,simulation_3723
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2005_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,EXMES,2005_09_15,3724,simulation_3724
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2002_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,EXMES,2002_09_15,3725,simulation_3725
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,112,1.5,THEIX,2009_09_15,3726,simulation_3726
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,ERDRE-EN-ANJOU,2009_09_15,3727,simulation_3727
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,ERDRE-EN-ANJOU,2012_09_15,3728,simulation_3728
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,ERDRE-EN-ANJOU,2016_09_15,3729,simulation_3729
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,GUYANCOURT,2007_09_15,3730,simulation_3730
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,LUSIGNAN,2007_09_15,3731,simulation_3731
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2008_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,LUSIGNAN,2008_09_15,3732,simulation_3732
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,LUSIGNAN,2009_09_15,3733,simulation_3733
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,LUSIGNAN,2010_09_15,3734,simulation_3734
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,LUSIGNAN,2011_09_15,3735,simulation_3735
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,LUSIGNAN,2012_09_15,3736,simulation_3736
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2014_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,LUSIGNAN,2014_09_15,3737,simulation_3737
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,LUSIGNAN,2016_09_15,3738,simulation_3738
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,PLOUDANIEL,2009_09_15,3739,simulation_3739
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,PLOUDANIEL,2010_09_15,3740,simulation_3740
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,PLOUDANIEL,2013_09_15,3741,simulation_3741
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,PLOUDANIEL,2015_09_15,3742,simulation_3742
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2006_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,THEIX,2006_09_15,3743,simulation_3743
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,THEIX,2007_09_15,3744,simulation_3744
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,THEIX,2010_09_15,3745,simulation_3745
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,THEIX,2011_09_15,3746,simulation_3746
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,THEIX,2012_09_15,3747,simulation_3747
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,THEIX,2013_09_15,3748,simulation_3748
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,THEIX,2015_09_15,3749,simulation_3749
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,THEIX,2016_09_15,3750,simulation_3750
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2005_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,EXMES,2005_09_15,3751,simulation_3751
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2002_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,EXMES,2002_09_15,3752,simulation_3752
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.05,THEIX,2009_09_15,3753,simulation_3753
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,ERDRE-EN-ANJOU,2009_09_15,3754,simulation_3754
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,ERDRE-EN-ANJOU,2012_09_15,3755,simulation_3755
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,ERDRE-EN-ANJOU,2016_09_15,3756,simulation_3756
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,GUYANCOURT,2007_09_15,3757,simulation_3757
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,LUSIGNAN,2007_09_15,3758,simulation_3758
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2008_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,LUSIGNAN,2008_09_15,3759,simulation_3759
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,LUSIGNAN,2009_09_15,3760,simulation_3760
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,LUSIGNAN,2010_09_15,3761,simulation_3761
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,LUSIGNAN,2011_09_15,3762,simulation_3762
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,LUSIGNAN,2012_09_15,3763,simulation_3763
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2014_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,LUSIGNAN,2014_09_15,3764,simulation_3764
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,LUSIGNAN,2016_09_15,3765,simulation_3765
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,PLOUDANIEL,2009_09_15,3766,simulation_3766
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,PLOUDANIEL,2010_09_15,3767,simulation_3767
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,PLOUDANIEL,2013_09_15,3768,simulation_3768
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,PLOUDANIEL,2015_09_15,3769,simulation_3769
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2006_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,THEIX,2006_09_15,3770,simulation_3770
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,THEIX,2007_09_15,3771,simulation_3771
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.64,4.5,1,1,120,0.34,THEIX,2010_09_15,3772,simulation_3772
