date,site,mean_temperature,ETP,RR,daylength,Cut
2002_12_04,GUYANCOURT,5.3,0.1,5.4,8.510277778,NA
2002_12_05,GUYANCOURT,5.6,0.2,2.4,8.484722222,NA
2002_12_06,GUYANCOURT,3.2,0.3,0,8.460555556,NA
2002_12_07,GUYANCOURT,2.2,0.2,0,8.437777778,NA
2002_12_08,GUYANCOURT,2.2,0,0,8.416111111,NA
2002_12_09,GUYANCOURT,0.3,0.4,0,8.396111111,NA
2002_12_10,GUYANCOURT,1.5,0.3,0.4,8.3775,NA
2002_12_11,GUYANCOURT,2.5,0.1,0.4,8.360555556,NA
2002_12_12,GUYANCOURT,2.5,0,0.2,8.344722222,NA
2002_12_13,GUYANCOURT,5.4,0,0,8.330833333,NA
2002_12_14,GUYANCOURT,6.8,0.3,2.4,8.318333333,NA
2002_12_15,GUYANCOURT,8.4,0.5,4.4,8.306944444,NA
2002_12_16,GUYANCOURT,6.9,0.2,2.2,8.2975,NA
2002_12_17,GUYANCOURT,5.3,0.3,0,8.289722222,NA
2002_12_18,GUYANCOURT,2.9,0.4,0,8.283055556,NA
2002_12_19,GUYANCOURT,1.4,0,0.6,8.278333333,NA
2002_12_20,GUYANCOURT,4.6,0,10.6,8.275,NA
2002_12_21,GUYANCOURT,10.6,0.2,9.8,8.273611111,NA
2002_12_22,GUYANCOURT,12.6,0.6,2,8.273333333,NA
2002_12_23,GUYANCOURT,11.8,0.3,0.2,8.275,NA
2002_12_24,GUYANCOURT,11.7,0.3,1.2,8.278055556,NA
2002_12_25,GUYANCOURT,10.4,0.5,5.8,8.2825,NA
2002_12_26,GUYANCOURT,12.1,0.3,0.6,8.288888889,NA
2002_12_27,GUYANCOURT,11.3,0.4,4.4,8.296666667,NA
2002_12_28,GUYANCOURT,8.1,0.3,0.6,8.306111111,NA
2002_12_29,GUYANCOURT,9.5,0.3,4.2,8.316944444,NA
2002_12_30,GUYANCOURT,12,0.9,1.8,8.329722222,NA
2002_12_31,GUYANCOURT,6.7,0.1,1,8.343611111,NA
2003_01_01,GUYANCOURT,8.9,0.2,3,8.359166667,NA
2003_01_02,GUYANCOURT,11.4,1.1,3.6,8.376111111,NA
2003_01_03,GUYANCOURT,7.8,0.4,4.2,8.394722222,NA
2003_01_04,GUYANCOURT,1.5,0.2,8.8,8.414722222,NA
2003_01_05,GUYANCOURT,-4.4,0.5,0,8.436111111,NA
2003_01_06,GUYANCOURT,-4.6,0.1,0,8.458888889,NA
2003_01_07,GUYANCOURT,-4.8,0.4,0,8.483055556,NA
2003_01_08,GUYANCOURT,-6.1,0.4,0,8.508888889,NA
2003_01_09,GUYANCOURT,-6.3,0.4,0,8.535555556,NA
2003_01_10,GUYANCOURT,-5.1,0.3,0,8.563888889,NA
2003_01_11,GUYANCOURT,-4.3,0.6,0.2,8.593333333,NA
2003_01_12,GUYANCOURT,-4.9,0.4,0,8.624166667,NA
2003_01_13,GUYANCOURT,-1.5,0.1,0.2,8.655833333,NA
2003_01_14,GUYANCOURT,5.3,0.4,0,8.689166667,NA
2003_01_15,GUYANCOURT,3,0.4,2.8,8.723333333,NA
2003_01_16,GUYANCOURT,3.5,0.1,0,8.759166667,NA
2003_01_17,GUYANCOURT,1.7,0,0.6,8.795555556,NA
2003_01_18,GUYANCOURT,2.3,0.1,0,8.833055556,NA
2003_01_19,GUYANCOURT,5.8,0.5,3,8.871666667,NA
2003_01_20,GUYANCOURT,8,0.7,3.6,8.911388889,NA
2003_01_21,GUYANCOURT,8.6,0.6,4.8,8.951944444,NA
2003_01_22,GUYANCOURT,7.6,0.6,1.2,8.993333333,NA
2003_01_23,GUYANCOURT,6.6,0.4,0.2,9.036111111,NA
2003_01_24,GUYANCOURT,3.2,0,0,9.079166667,NA
2003_01_25,GUYANCOURT,2.2,0,0.6,9.123611111,NA
2003_01_26,GUYANCOURT,7.2,0.2,3.2,9.168611111,NA
2003_01_27,GUYANCOURT,11,0.1,0.6,9.214444444,NA
2003_01_28,GUYANCOURT,6.7,0.6,6,9.260833333,NA
2003_01_29,GUYANCOURT,4.2,0.6,1.2,9.308333333,NA
2003_01_30,GUYANCOURT,0.2,0.3,0,9.356388889,NA
2003_01_31,GUYANCOURT,-0.2,0.2,3.2,9.405277778,NA
2003_02_01,GUYANCOURT,0.7,0.3,2.4,9.454444444,NA
2003_02_02,GUYANCOURT,4.2,0.4,1,9.504444444,NA
2003_02_03,GUYANCOURT,5.6,0.7,5,9.555,NA
2003_02_04,GUYANCOURT,2.6,0.4,0.8,9.606388889,NA
2003_02_05,GUYANCOURT,2,0.3,0,9.657777778,NA
2003_02_06,GUYANCOURT,0.2,0.2,2.2,9.71,NA
2003_02_07,GUYANCOURT,3.4,0.3,0.4,9.762777778,NA
2003_02_08,GUYANCOURT,4.8,0.3,0.2,9.815833333,NA
2003_02_09,GUYANCOURT,4.9,0.3,7.2,9.869444444,NA
2003_02_10,GUYANCOURT,3.8,0.4,0,9.923611111,NA
2003_02_11,GUYANCOURT,4.9,0.4,0,9.978055556,NA
2003_02_12,GUYANCOURT,0.6,0.4,0,10.03277778,NA
2003_02_13,GUYANCOURT,-1.4,0.5,0,10.08805556,NA
2003_02_14,GUYANCOURT,-1.6,0.4,0,10.14361111,NA
2003_02_15,GUYANCOURT,0,0.5,0,10.19944444,NA
2003_02_16,GUYANCOURT,-0.7,0.6,0,10.25555556,NA
2003_02_17,GUYANCOURT,-1.5,0.6,0,10.31222222,NA
2003_02_18,GUYANCOURT,-1.4,0.5,0,10.36888889,NA
2003_02_19,GUYANCOURT,0.4,1,0,10.42583333,NA
2003_02_20,GUYANCOURT,6.5,1,0,10.48333333,NA
2003_02_21,GUYANCOURT,4.8,1.8,0,10.54083333,NA
2003_02_22,GUYANCOURT,5.6,2.4,0,10.59861111,NA
2003_02_23,GUYANCOURT,7.2,1.3,0,10.65638889,NA
2003_02_24,GUYANCOURT,8.2,2.7,0,10.71472222,NA
2003_02_25,GUYANCOURT,7.7,2.5,0,10.77305556,NA
2003_02_26,GUYANCOURT,10.3,3,0,10.83166667,NA
2003_02_27,GUYANCOURT,10.4,1.7,8.8,10.89027778,NA
2003_02_28,GUYANCOURT,8.9,1.1,3,10.94916667,NA
2003_03_01,GUYANCOURT,9.4,0.3,12,11.00833333,NA
2003_03_02,GUYANCOURT,6.6,0.9,4.6,11.06722222,NA
2003_03_03,GUYANCOURT,3.4,0.9,0.6,11.12666667,NA
2003_03_04,GUYANCOURT,9.1,1.2,0,11.18583333,NA
2003_03_05,GUYANCOURT,12.8,1.5,1,11.24555556,NA
2003_03_06,GUYANCOURT,9.2,1.3,0,11.305,NA
2003_03_07,GUYANCOURT,6.3,1.1,0.2,11.36472222,NA
2003_03_08,GUYANCOURT,8.1,1.5,0,11.42444444,NA
2003_03_09,GUYANCOURT,9.6,1.7,0,11.48416667,NA
2003_03_10,GUYANCOURT,9.4,1.2,0.2,11.54416667,NA
2003_03_11,GUYANCOURT,14.1,2.1,0,11.60388889,NA
2003_03_12,GUYANCOURT,10.9,1.7,0,11.66388889,NA
2003_03_13,GUYANCOURT,8.2,2.1,0,11.72361111,NA
2003_03_14,GUYANCOURT,7.7,2.6,0,11.78388889,NA
2003_03_15,GUYANCOURT,7,2.5,0,11.84388889,NA
2003_03_16,GUYANCOURT,8.2,2.3,0,11.90388889,NA
2003_03_17,GUYANCOURT,7.4,1.8,0,11.96416667,NA
2003_03_18,GUYANCOURT,7.5,1.9,0,12.02416667,NA
2003_03_19,GUYANCOURT,7.1,1.7,0,12.08388889,NA
2003_03_20,GUYANCOURT,6.8,1.6,0,12.14416667,NA
2003_03_21,GUYANCOURT,6.4,1.4,0,12.20416667,NA
2003_03_22,GUYANCOURT,8.8,2.2,0,12.26444444,NA
2003_03_23,GUYANCOURT,11.8,2.4,0,12.32444444,NA
2003_03_24,GUYANCOURT,12.8,2.3,0,12.38444444,NA
2003_03_25,GUYANCOURT,12.9,1.9,0,12.44444444,NA
2003_03_26,GUYANCOURT,13.5,2.2,0,12.50444444,NA
2003_03_27,GUYANCOURT,13.2,2.3,0,12.56444444,NA
2003_03_28,GUYANCOURT,14.3,1.9,0,12.62388889,NA
2003_03_29,GUYANCOURT,14.9,1.8,0,12.68388889,NA
2003_03_30,GUYANCOURT,12.4,2.1,0,12.74388889,NA
2003_03_31,GUYANCOURT,10.2,2.7,0,12.80333333,NA
2003_04_01,GUYANCOURT,9,2.1,3.4,12.86305556,NA
2003_04_02,GUYANCOURT,6.9,1.9,2.6,12.9225,NA
2003_04_03,GUYANCOURT,5.9,2.1,0.2,12.98194444,NA
2003_04_04,GUYANCOURT,5.8,1.8,0,13.04138889,NA
2003_04_05,GUYANCOURT,10.7,3.2,0,13.10083333,NA
2003_04_06,GUYANCOURT,8.2,2.1,0,13.15972222,NA
2003_04_07,GUYANCOURT,4.6,2.8,0,13.21861111,NA
2003_04_08,GUYANCOURT,2.8,2.4,0,13.27777778,NA
2003_04_09,GUYANCOURT,4.4,2.7,0,13.33638889,NA
2003_04_10,GUYANCOURT,3,1.5,2.2,13.395,NA
2003_04_11,GUYANCOURT,4.4,2.1,0.2,13.45333333,NA
2003_04_12,GUYANCOURT,10.1,2.1,0,13.51166667,NA
2003_04_13,GUYANCOURT,10.8,3,0,13.57,NA
2003_04_14,GUYANCOURT,16.6,3.5,0,13.62777778,NA
2003_04_15,GUYANCOURT,17.2,3.4,0,13.68555556,NA
2003_04_16,GUYANCOURT,15.2,3.5,0,13.74305556,NA
2003_04_17,GUYANCOURT,15.3,3.7,0,13.80027778,NA
2003_04_18,GUYANCOURT,15.2,4.2,0,13.8575,NA
2003_04_19,GUYANCOURT,11.1,4.3,0,13.91444444,NA
2003_04_20,GUYANCOURT,9.6,1.2,3,13.97111111,NA
2003_04_21,GUYANCOURT,12.6,2.7,0.2,14.02722222,NA
2003_04_22,GUYANCOURT,13.1,2.8,0,14.08333333,NA
2003_04_23,GUYANCOURT,13,3.4,0,14.13916667,NA
2003_04_24,GUYANCOURT,14.3,2.8,0,14.19472222,NA
2003_04_25,GUYANCOURT,16.8,2.7,2.6,14.24972222,NA
2003_04_26,GUYANCOURT,14,1.9,9.8,14.30472222,NA
2003_04_27,GUYANCOURT,13.4,2.7,1.2,14.35916667,NA
2003_04_28,GUYANCOURT,17.2,3.7,2.6,14.41333333,NA
2003_04_29,GUYANCOURT,15.3,3.7,0,14.46722222,NA
2003_04_30,GUYANCOURT,13.2,2.4,3.2,14.52055556,NA
2003_05_01,GUYANCOURT,13.5,3.2,0.2,14.57333333,NA
2003_05_02,GUYANCOURT,13.4,3.3,2.4,14.62611111,NA
2003_05_03,GUYANCOURT,12.6,3.8,0,14.67805556,NA
2003_05_04,GUYANCOURT,16.4,4.3,0.8,14.72972222,NA
2003_05_05,GUYANCOURT,13,0.8,17.8,14.78083333,NA
2003_05_06,GUYANCOURT,11.5,1.5,0.4,14.83138889,NA
2003_05_07,GUYANCOURT,13.5,3.9,0,14.88166667,NA
2003_05_08,GUYANCOURT,15.4,3.4,0.2,14.93111111,NA
2003_05_09,GUYANCOURT,13.1,1.7,0.2,14.97972222,NA
2003_05_10,GUYANCOURT,12,3.4,0,15.02805556,NA
2003_05_11,GUYANCOURT,12.8,3,0,15.07583333,NA
2003_05_12,GUYANCOURT,11.4,2.6,1.2,15.12305556,NA
2003_05_13,GUYANCOURT,10.4,3.2,0.4,15.16944444,NA
2003_05_14,GUYANCOURT,11,3.6,0.6,15.21472222,NA
2003_05_15,GUYANCOURT,9.1,3.5,0,15.25972222,NA
2003_05_16,GUYANCOURT,11,3.1,0.6,15.30416667,NA
2003_05_17,GUYANCOURT,14.1,2.5,2,15.3475,NA
2003_05_18,GUYANCOURT,14.6,1.7,19,15.39,NA
2003_05_19,GUYANCOURT,14.3,2.1,11,15.43166667,NA
2003_05_20,GUYANCOURT,12.9,4,0,15.4725,NA
2003_05_21,GUYANCOURT,12.9,2.5,1,15.5125,NA
2003_05_22,GUYANCOURT,16.8,3.1,0,15.55166667,NA
2003_05_23,GUYANCOURT,15.8,3.9,0,15.59,NA
2003_05_24,GUYANCOURT,13.4,1.7,2.6,15.62722222,NA
2003_05_25,GUYANCOURT,13.2,3,0.4,15.66333333,NA
2003_05_26,GUYANCOURT,12.6,3.8,0,15.69861111,NA
2003_05_27,GUYANCOURT,14.1,4.1,0,15.73305556,NA
2003_05_28,GUYANCOURT,17.6,4.4,0,15.76611111,NA
2003_05_29,GUYANCOURT,19.3,4.2,0,15.79805556,NA
2003_05_30,GUYANCOURT,20.6,4.6,0,15.82916667,NA
2003_05_31,GUYANCOURT,21.2,3.8,0,15.85861111,NA
2003_06_01,GUYANCOURT,23,5.1,0.8,15.8875,NA
2003_06_02,GUYANCOURT,19.3,3.5,0.6,15.91472222,NA
2003_06_03,GUYANCOURT,19.3,3.4,1.8,15.94083333,NA
2003_06_04,GUYANCOURT,20.8,4,3.4,15.96611111,NA
2003_06_05,GUYANCOURT,17.6,4,0,15.98972222,NA
2003_06_06,GUYANCOURT,19.2,4.6,0,16.01194444,NA
2003_06_07,GUYANCOURT,20.2,5.2,0.6,16.03305556,NA
2003_06_08,GUYANCOURT,19.7,3.4,0.2,16.05277778,NA
2003_06_09,GUYANCOURT,16.5,4.4,0,16.07111111,NA
2003_06_10,GUYANCOURT,21,3.3,9.6,16.08805556,NA
2003_06_11,GUYANCOURT,19.7,5.2,0,16.10388889,NA
2003_06_12,GUYANCOURT,21.6,4.1,0.4,16.11777778,NA
2003_06_13,GUYANCOURT,20,4.6,0,16.13083333,NA
2003_06_14,GUYANCOURT,20,3.6,2.8,16.14194444,NA
2003_06_15,GUYANCOURT,20.7,4.5,0,16.15222222,NA
2003_06_16,GUYANCOURT,19.8,5.1,0,16.16055556,NA
2003_06_17,GUYANCOURT,19.3,3.4,12,16.1675,NA
2003_06_18,GUYANCOURT,17.8,5,0,16.17333333,NA
2003_06_19,GUYANCOURT,20.1,3.3,0,16.17722222,NA
2003_06_20,GUYANCOURT,20.4,5.3,0,16.18,NA
2003_06_21,GUYANCOURT,18,5,0,16.18111111,NA
2003_06_22,GUYANCOURT,22,5.3,0,16.18083333,NA
2003_06_23,GUYANCOURT,22.1,5,0,16.17916667,NA
2003_06_24,GUYANCOURT,18.1,5.3,0,16.17583333,NA
2003_06_25,GUYANCOURT,22.3,5.4,0.6,16.17111111,NA
2003_06_26,GUYANCOURT,20.2,4.2,0,16.16472222,NA
2003_06_27,GUYANCOURT,18.3,2.5,0,16.15722222,NA
2003_06_28,GUYANCOURT,20,4.5,0,16.14833333,NA
2003_06_29,GUYANCOURT,22.4,5.6,0.2,16.1375,NA
2003_06_30,GUYANCOURT,19.9,3.1,6.2,16.12583333,NA
2003_07_01,GUYANCOURT,16.5,3.2,19.6,16.1125,NA
2003_07_02,GUYANCOURT,18.5,4.6,4.6,16.0975,NA
2003_07_03,GUYANCOURT,17.6,3.8,0.8,16.08166667,NA
2003_07_04,GUYANCOURT,16.7,3.2,0,16.06388889,NA
2003_07_05,GUYANCOURT,15.3,3.3,0,16.045,NA
2003_07_06,GUYANCOURT,17.4,3,0,16.025,NA
2003_07_07,GUYANCOURT,19.6,4.6,0,16.00361111,NA
2003_07_08,GUYANCOURT,18.6,4.5,0,15.98083333,NA
2003_07_09,GUYANCOURT,20.2,4.9,0,15.95666667,NA
2003_07_10,GUYANCOURT,21.8,4.8,0,15.93138889,NA
2003_07_11,GUYANCOURT,23,5.4,0,15.90472222,NA
2003_07_12,GUYANCOURT,19.4,5.2,0,15.8775,NA
2003_07_13,GUYANCOURT,20.8,5.6,0,15.84833333,NA
2003_07_14,GUYANCOURT,23.5,5.8,0,15.81861111,NA
2003_07_15,GUYANCOURT,24.9,5.4,1,15.78722222,NA
2003_07_16,GUYANCOURT,22,4,1.6,15.75527778,NA
2003_07_17,GUYANCOURT,18.5,3.9,0,15.72194444,NA
2003_07_18,GUYANCOURT,21.2,5.1,0,15.6875,NA
2003_07_19,GUYANCOURT,22.8,5.2,0,15.65222222,NA
2003_07_20,GUYANCOURT,21.8,4.1,0,15.61583333,NA
2003_07_21,GUYANCOURT,20.6,4.3,0,15.57861111,NA
2003_07_22,GUYANCOURT,19.5,4.3,0,15.54055556,NA
2003_07_23,GUYANCOURT,19.2,4.1,0,15.50138889,NA
2003_07_24,GUYANCOURT,20,3.5,1.4,15.46138889,NA
2003_07_25,GUYANCOURT,18.2,3,2.4,15.42055556,NA
2003_07_26,GUYANCOURT,18.2,1.4,13.2,15.37888889,NA
2003_07_27,GUYANCOURT,19.7,3.1,1.4,15.33638889,NA
2003_07_28,GUYANCOURT,18.2,3.7,0,15.29305556,NA
2003_07_29,GUYANCOURT,18.4,4.1,1.4,15.24916667,NA
2003_07_30,GUYANCOURT,20.6,3.5,0.2,15.20444444,NA
2003_07_31,GUYANCOURT,18.8,3,0,15.15888889,NA
2003_08_01,GUYANCOURT,20.7,4.7,0,15.11305556,NA
2003_08_02,GUYANCOURT,22,4.8,0,15.06638889,NA
2003_08_03,GUYANCOURT,24.4,5,0,15.01888889,NA
2003_08_04,GUYANCOURT,26.2,5.6,0,14.97083333,NA
2003_08_05,GUYANCOURT,27.4,5.3,0,14.9225,NA
2003_08_06,GUYANCOURT,28.5,5.3,0,14.87333333,NA
2003_08_07,GUYANCOURT,27.8,5.2,0,14.82388889,NA
2003_08_08,GUYANCOURT,27.4,5.1,0,14.77361111,NA
2003_08_09,GUYANCOURT,27.6,5.2,0,14.72277778,NA
2003_08_10,GUYANCOURT,27.8,5,1,14.67194444,NA
2003_08_11,GUYANCOURT,29.6,4.9,0,14.62027778,NA
2003_08_12,GUYANCOURT,28.3,4.8,0,14.56861111,NA
2003_08_13,GUYANCOURT,25.5,4.7,0.2,14.51611111,NA
2003_08_14,GUYANCOURT,23.7,4.6,0,14.46333333,NA
2003_08_15,GUYANCOURT,21.1,4.5,0,14.41027778,NA
2003_08_16,GUYANCOURT,22,4.6,0,14.35694444,NA
2003_08_17,GUYANCOURT,23.7,3.6,50.2,14.30277778,NA
2003_08_18,GUYANCOURT,20.9,2.8,0,14.24861111,NA
2003_08_19,GUYANCOURT,20.5,3.4,0,14.19416667,NA
2003_08_20,GUYANCOURT,17.3,3.6,0,14.13944444,NA
2003_08_21,GUYANCOURT,17.5,3.7,0,14.08444444,NA
2003_08_22,GUYANCOURT,17.8,3.5,0.2,14.02888889,NA
2003_08_23,GUYANCOURT,18.8,2.8,0,13.97305556,NA
2003_08_24,GUYANCOURT,20.2,4.2,0,13.9175,NA
2003_08_25,GUYANCOURT,19.9,4.1,0,13.86138889,NA
2003_08_26,GUYANCOURT,18.7,3.5,0,13.805,NA
2003_08_27,GUYANCOURT,19.5,3.2,0,13.74833333,NA
2003_08_28,GUYANCOURT,21,2.7,5.4,13.69166667,NA
2003_08_29,GUYANCOURT,17.3,1.3,17,13.63472222,NA
2003_08_30,GUYANCOURT,15.5,2.3,0.2,13.5775,NA
2003_08_31,GUYANCOURT,12.8,2.3,0,13.52027778,NA
2003_09_01,GUYANCOURT,15.9,2.7,0,13.46277778,NA
2003_09_02,GUYANCOURT,13.1,2.4,0.2,13.405,NA
2003_09_03,GUYANCOURT,14.2,3,0,13.34722222,NA
2003_09_04,GUYANCOURT,15.4,3.1,0,13.28944444,NA
2003_09_05,GUYANCOURT,13.2,1.2,1.8,13.23138889,NA
2003_09_06,GUYANCOURT,18.8,2.8,0,13.17333333,NA
2003_09_07,GUYANCOURT,13.9,1.8,0,13.115,NA
2003_09_08,GUYANCOURT,14.8,2,10.6,13.05694444,NA
2003_09_09,GUYANCOURT,17.2,2.7,0.2,12.99833333,NA
2003_09_10,GUYANCOURT,16.8,2,0.4,12.94,NA
2003_09_11,GUYANCOURT,17.4,1.8,1.2,12.88111111,NA
2003_09_12,GUYANCOURT,18.8,2.2,0.2,12.8225,NA
2003_09_13,GUYANCOURT,16,2.5,0,12.76388889,NA
2003_09_14,GUYANCOURT,14.8,2.7,0.2,12.705,NA
2003_09_15,GUYANCOURT,16,2.6,0.2,12.64611111,NA
2003_09_16,GUYANCOURT,17,2.5,0,12.58722222,NA
2003_09_17,GUYANCOURT,17.5,2.5,0,12.52805556,NA
2003_09_18,GUYANCOURT,19.4,2.7,0.2,12.46916667,NA
2003_09_19,GUYANCOURT,20.3,2.7,0,12.41,NA
2003_09_20,GUYANCOURT,19.2,2.7,0,12.35083333,NA
2003_09_21,GUYANCOURT,20.5,2.7,0.2,12.29194444,NA
2003_09_22,GUYANCOURT,17.7,2.2,0.8,12.2325,NA
2003_09_23,GUYANCOURT,11.4,1.5,1.2,12.17361111,NA
2003_09_24,GUYANCOURT,9.5,1.6,0.2,12.11416667,NA
2003_09_25,GUYANCOURT,11.3,1.8,0,12.055,NA
2003_09_26,GUYANCOURT,12.5,1.6,0,11.99583333,NA
2003_09_27,GUYANCOURT,13.9,1.6,0,11.93638889,NA
2003_09_28,GUYANCOURT,13.6,1.5,0.2,11.8775,NA
2003_09_29,GUYANCOURT,10.8,1.5,0,11.81805556,NA
2003_09_30,GUYANCOURT,13,1.8,0,11.75888889,NA
2003_10_01,GUYANCOURT,14.7,0.9,5.8,11.69972222,NA
2003_10_02,GUYANCOURT,18,1.9,5.6,11.64083333,NA
2003_10_03,GUYANCOURT,16.8,1.5,3.4,11.58194444,NA
2003_10_04,GUYANCOURT,13.3,1.3,6.8,11.52277778,NA
2003_10_05,GUYANCOURT,9.2,1.3,0.2,11.46388889,NA
2003_10_06,GUYANCOURT,8,1,2,11.405,NA
2003_10_07,GUYANCOURT,11.3,0.8,11.2,11.34638889,NA
2003_10_08,GUYANCOURT,9.3,0.6,0,11.2875,NA
2003_10_09,GUYANCOURT,16.1,1.3,0,11.22888889,NA
2003_10_10,GUYANCOURT,15.3,1.4,0,11.17027778,NA
2003_10_11,GUYANCOURT,14.8,1.2,0,11.11166667,NA
2003_10_12,GUYANCOURT,13.6,1.2,0,11.05361111,NA
2003_10_13,GUYANCOURT,13.9,1.1,0,10.995,NA
2003_10_14,GUYANCOURT,12.4,1.4,0,10.93722222,NA
2003_10_15,GUYANCOURT,10.5,1.6,0,10.87916667,NA
2003_10_16,GUYANCOURT,9.6,1.5,0,10.82111111,NA
2003_10_17,GUYANCOURT,7.5,1,0,10.76361111,NA
2003_10_18,GUYANCOURT,6.5,0.8,0,10.70611111,NA
2003_10_19,GUYANCOURT,4.6,0.6,0.2,10.64861111,NA
2003_10_20,GUYANCOURT,6.9,1,0.2,10.59166667,NA
2003_10_21,GUYANCOURT,6.5,0.6,1,10.53444444,NA
2003_10_22,GUYANCOURT,5.2,0.7,17,10.47777778,NA
2003_10_23,GUYANCOURT,4.4,0.6,6.8,10.42111111,NA
2003_10_24,GUYANCOURT,3.6,0.5,0,10.365,NA
2003_10_25,GUYANCOURT,4.9,0.5,0,10.30888889,NA
2003_10_26,GUYANCOURT,6.3,0.7,1,10.25305556,NA
2003_10_27,GUYANCOURT,2.6,0.3,0,10.1975,NA
2003_10_28,GUYANCOURT,3.3,0.3,0.2,10.14222222,NA
2003_10_29,GUYANCOURT,3.2,0.2,4,10.0875,NA
2003_10_30,GUYANCOURT,7.9,0.7,6.6,10.03277778,NA
2003_10_31,GUYANCOURT,9.2,0.4,1.8,9.978611111,NA
2003_11_01,GUYANCOURT,9.1,0.6,0.2,9.924722222,NA
2003_11_02,GUYANCOURT,7.5,0.3,4.6,9.871388889,NA
2003_11_03,GUYANCOURT,13.1,1.3,0.2,9.818333333,NA
2003_11_04,GUYANCOURT,9.8,0.5,0,9.765833333,NA
2003_11_05,GUYANCOURT,9.7,0.5,0.2,9.713611111,NA
2003_11_06,GUYANCOURT,10.5,0.4,0,9.661944444,NA
2003_11_07,GUYANCOURT,7.5,0.6,0.2,9.610833333,NA
2003_11_08,GUYANCOURT,5.4,0.3,0,9.560277778,NA
2003_11_09,GUYANCOURT,6.3,0.3,0.4,9.51,NA
2003_11_10,GUYANCOURT,7,0,0.2,9.460555556,NA
2003_11_11,GUYANCOURT,10.6,0.2,0,9.411666667,NA
2003_11_12,GUYANCOURT,9.5,0.4,5.4,9.363333333,NA
2003_11_13,GUYANCOURT,6.4,0.1,0,9.315833333,NA
2003_11_14,GUYANCOURT,9.3,0.7,0,9.268888889,NA
2003_11_15,GUYANCOURT,7.5,0.2,1.6,9.2225,NA
2003_11_16,GUYANCOURT,6.5,0.2,7.4,9.177222222,NA
2003_11_17,GUYANCOURT,5,0,2.6,9.132222222,NA
2003_11_18,GUYANCOURT,9.8,0.2,0.2,9.088333333,NA
2003_11_19,GUYANCOURT,11.7,0.4,0,9.045,NA
2003_11_20,GUYANCOURT,7.3,0.2,0,9.002777778,NA
2003_11_21,GUYANCOURT,8.9,0.3,0,8.961111111,NA
2003_11_22,GUYANCOURT,12.4,0.5,0,8.920555556,NA
2003_11_23,GUYANCOURT,15.4,0.7,1.6,8.880833333,NA
2003_11_24,GUYANCOURT,11.9,0.3,0.2,8.8425,NA
2003_11_25,GUYANCOURT,8.4,0.3,2.4,8.804722222,NA
2003_11_26,GUYANCOURT,8.4,0.6,2,8.768055556,NA
2003_11_27,GUYANCOURT,3.2,0.1,0.2,8.7325,NA
2003_11_28,GUYANCOURT,2.9,0,0,8.698055556,NA
2003_11_29,GUYANCOURT,6,0.3,3.2,8.664722222,NA
2003_11_30,GUYANCOURT,8.6,0,13,8.632777778,NA
2003_12_01,GUYANCOURT,9.1,0.5,0,8.601944444,NA
2003_12_02,GUYANCOURT,7.1,0.1,2.6,8.572222222,NA
2003_12_03,GUYANCOURT,5.8,0.2,0.2,8.543888889,NA
2003_12_04,GUYANCOURT,5.9,0.4,0,8.516388889,NA
2003_12_05,GUYANCOURT,5.2,0.4,0,8.490555556,NA
2003_12_06,GUYANCOURT,4.2,0.5,0.2,8.466388889,NA
2003_12_07,GUYANCOURT,0.8,0.5,0,8.443055556,NA
2003_12_08,GUYANCOURT,2.7,0,0,8.421388889,NA
2003_12_09,GUYANCOURT,1.5,0,0.2,8.400833333,NA
2003_12_10,GUYANCOURT,-0.8,0,0,8.381944444,NA
2003_12_11,GUYANCOURT,4.7,0,4.8,8.364722222,NA
2003_12_12,GUYANCOURT,9.9,0,0.2,8.348611111,NA
2003_12_13,GUYANCOURT,12,0.7,4.6,8.333888889,NA
2003_12_14,GUYANCOURT,8.6,0.5,1.4,8.321111111,NA
2003_12_15,GUYANCOURT,4,0,0.2,8.309444444,NA
2003_12_16,GUYANCOURT,1.8,0,0,8.299722222,NA
2003_12_17,GUYANCOURT,2.3,0,0.2,8.291111111,NA
2003_12_18,GUYANCOURT,3,0,0.2,8.284444444,NA
2003_12_19,GUYANCOURT,4.2,0,0,8.279444444,NA
2003_12_20,GUYANCOURT,9.7,0.4,4.4,8.275555556,NA
2003_12_21,GUYANCOURT,5.9,0.5,1.6,8.273611111,NA
2003_12_22,GUYANCOURT,2.8,0.3,0,8.273055556,NA
2003_12_23,GUYANCOURT,2.2,0.1,4,8.274166667,NA
2003_12_24,GUYANCOURT,6.7,0,0.2,8.276944444,NA
2003_12_25,GUYANCOURT,7.6,0.4,0,8.281388889,NA
2003_12_26,GUYANCOURT,6.7,0.4,11.6,8.287222222,NA
2003_12_27,GUYANCOURT,7.8,0.3,4.6,8.294444444,NA
2003_12_28,GUYANCOURT,6.2,0.7,6,8.303611111,NA
2003_12_29,GUYANCOURT,1.9,0.4,0,8.313888889,NA
2003_12_30,GUYANCOURT,1.3,0,0.2,8.326388889,NA
2003_12_31,GUYANCOURT,0.8,0.2,0,8.34,NA
2004_01_01,GUYANCOURT,1.5,0.1,1.6,8.355,NA
2004_01_02,GUYANCOURT,2.5,0.3,0.2,8.371666667,NA
2004_01_03,GUYANCOURT,-1.7,0.4,0,8.39,NA
