date,site,mean_temperature,ETP,RR,daylength,Cut
2004_01_04,GUYANCOURT,-1.7,0.2,0.2,8.409444444,NA
2004_01_05,GUYANCOURT,3.1,0.2,0,8.430555556,NA
2004_01_06,GUYANCOURT,6.4,0.2,0,8.453333333,NA
2004_01_07,GUYANCOURT,6.3,0.5,0,8.476944444,NA
2004_01_08,GUYANCOURT,5.4,0.2,6.2,8.502222222,NA
2004_01_09,GUYANCOURT,8.6,0.8,0,8.528611111,NA
2004_01_10,GUYANCOURT,8.7,0.6,0.6,8.556666667,NA
2004_01_11,GUYANCOURT,11.5,0.7,10.4,8.585833333,NA
2004_01_12,GUYANCOURT,10.7,0.8,18.8,8.616388889,NA
2004_01_13,GUYANCOURT,9.9,0.5,12.6,8.648055556,NA
2004_01_14,GUYANCOURT,6.6,0.7,4.6,8.680833333,NA
2004_01_15,GUYANCOURT,5.9,0.7,4,8.714722222,NA
2004_01_16,GUYANCOURT,8.1,0.9,1.2,8.75,NA
2004_01_17,GUYANCOURT,4.4,0.2,1.4,8.786388889,NA
2004_01_18,GUYANCOURT,2.4,0.7,0,8.823611111,NA
2004_01_19,GUYANCOURT,3.2,0.5,2.8,8.862222222,NA
2004_01_20,GUYANCOURT,7.9,0.2,6.2,8.901388889,NA
2004_01_21,GUYANCOURT,6.5,0.3,3.4,8.941944444,NA
2004_01_22,GUYANCOURT,5.4,0.3,4.2,8.983333333,NA
2004_01_23,GUYANCOURT,5.4,0.3,2.6,9.025833333,NA
2004_01_24,GUYANCOURT,7.1,0.7,0.2,9.068888889,NA
2004_01_25,GUYANCOURT,4.1,0.6,0.8,9.112777778,NA
2004_01_26,GUYANCOURT,1.2,0.2,6.6,9.157777778,NA
2004_01_27,GUYANCOURT,1.6,0.4,3,9.203055556,NA
2004_01_28,GUYANCOURT,1.6,0.4,1.4,9.249722222,NA
2004_01_29,GUYANCOURT,0.9,0.8,3.2,9.296944444,NA
2004_01_30,GUYANCOURT,2.4,0.9,0,9.344722222,NA
2004_01_31,GUYANCOURT,6.5,0.5,0,9.393333333,NA
2004_02_01,GUYANCOURT,11.6,1.3,0,9.4425,NA
2004_02_02,GUYANCOURT,12.4,1.5,0,9.492222222,NA
2004_02_03,GUYANCOURT,13.2,1.5,0,9.542777778,NA
2004_02_04,GUYANCOURT,13.5,1.6,0,9.593611111,NA
2004_02_05,GUYANCOURT,13.6,1.8,0,9.645,NA
2004_02_06,GUYANCOURT,11.5,1.2,0,9.697222222,NA
2004_02_07,GUYANCOURT,8.2,1.2,5,9.749722222,NA
2004_02_08,GUYANCOURT,6.8,1.5,0.2,9.802777778,NA
2004_02_09,GUYANCOURT,2.3,0.9,0,9.856111111,NA
2004_02_10,GUYANCOURT,1.7,0.6,0,9.91,NA
2004_02_11,GUYANCOURT,5.7,0.4,0.4,9.964444444,NA
2004_02_12,GUYANCOURT,5.5,0.8,0,10.01916667,NA
2004_02_13,GUYANCOURT,4,0.7,0.2,10.07444444,NA
2004_02_14,GUYANCOURT,4.2,1,0,10.12972222,NA
2004_02_15,GUYANCOURT,4.5,0.3,0,10.18583333,NA
2004_02_16,GUYANCOURT,6.4,1.3,0,10.24166667,NA
2004_02_17,GUYANCOURT,4.5,0.9,0.8,10.29805556,NA
2004_02_18,GUYANCOURT,5.6,1,0.2,10.355,NA
2004_02_19,GUYANCOURT,3.6,1.6,0,10.41194444,NA
2004_02_20,GUYANCOURT,3.2,1.3,0,10.46944444,NA
2004_02_21,GUYANCOURT,4,1.1,0,10.52666667,NA
2004_02_22,GUYANCOURT,3.1,1.1,0,10.58444444,NA
2004_02_23,GUYANCOURT,2.3,1.1,0.4,10.6425,NA
2004_02_24,GUYANCOURT,0.4,0.6,0.4,10.70055556,NA
2004_02_25,GUYANCOURT,4.1,1.1,0,10.75888889,NA
2004_02_26,GUYANCOURT,-0.5,1,0,10.8175,NA
2004_02_27,GUYANCOURT,-0.4,0.8,0.2,10.87611111,NA
2004_02_28,GUYANCOURT,0.4,1.2,0,10.93527778,NA
2004_02_29,GUYANCOURT,0.8,0.7,0,10.99416667,NA
2004_03_01,GUYANCOURT,1,1.4,0,11.05305556,NA
2004_03_02,GUYANCOURT,1.5,1.4,0,11.11222222,NA
2004_03_03,GUYANCOURT,3.7,1,0.2,11.17138889,NA
2004_03_04,GUYANCOURT,5.9,0.7,6.2,11.23083333,NA
2004_03_05,GUYANCOURT,6.6,0.4,0.2,11.29055556,NA
2004_03_06,GUYANCOURT,6.7,1,0,11.35,NA
2004_03_07,GUYANCOURT,4.3,0.7,3.4,11.40972222,NA
2004_03_08,GUYANCOURT,4.4,1.4,0,11.46944444,NA
2004_03_09,GUYANCOURT,2.9,1.2,0.2,11.52944444,NA
2004_03_10,GUYANCOURT,0.8,0.7,0.4,11.58916667,NA
2004_03_11,GUYANCOURT,0.8,0.7,0.4,11.64916667,NA
2004_03_12,GUYANCOURT,5.4,0.5,6.6,11.70916667,NA
2004_03_13,GUYANCOURT,8.9,1.6,0.4,11.76888889,NA
2004_03_14,GUYANCOURT,8.2,1.7,0.2,11.82916667,NA
2004_03_15,GUYANCOURT,11.1,1.3,0,11.88916667,NA
2004_03_16,GUYANCOURT,12.5,1.9,0,11.94944444,NA
2004_03_17,GUYANCOURT,13.8,1.9,0,12.00944444,NA
2004_03_18,GUYANCOURT,13.1,2,0.4,12.06944444,NA
2004_03_19,GUYANCOURT,10.8,1.6,1.6,12.12972222,NA
2004_03_20,GUYANCOURT,12.1,1.4,7,12.18972222,NA
2004_03_21,GUYANCOURT,9.5,2.1,2.4,12.25,NA
2004_03_22,GUYANCOURT,7.4,1.5,3,12.30972222,NA
2004_03_23,GUYANCOURT,5.6,1.4,0.6,12.36972222,NA
2004_03_24,GUYANCOURT,5.8,1.3,1.8,12.43,NA
2004_03_25,GUYANCOURT,4.2,1.2,0.2,12.49,NA
2004_03_26,GUYANCOURT,3.6,1.8,0,12.54972222,NA
2004_03_27,GUYANCOURT,4.2,1.7,0,12.60972222,NA
2004_03_28,GUYANCOURT,5.2,1.8,0,12.66972222,NA
2004_03_29,GUYANCOURT,6.9,2.3,0.2,12.72916667,NA
2004_03_30,GUYANCOURT,10.7,2.7,0,12.78916667,NA
2004_03_31,GUYANCOURT,13.2,2.5,0.2,12.84861111,NA
2004_04_01,GUYANCOURT,13.7,3,1.4,12.90833333,NA
2004_04_02,GUYANCOURT,10.8,1.5,1,12.96777778,NA
2004_04_03,GUYANCOURT,11.6,2.4,1.2,13.02694444,NA
2004_04_04,GUYANCOURT,11.8,2.8,0.6,13.08611111,NA
2004_04_05,GUYANCOURT,9.1,2,4,13.14527778,NA
2004_04_06,GUYANCOURT,7.8,1.9,1.4,13.20444444,NA
2004_04_07,GUYANCOURT,6.8,1.5,5,13.26333333,NA
2004_04_08,GUYANCOURT,6.4,1.6,3.6,13.32194444,NA
2004_04_09,GUYANCOURT,6.2,1.5,0,13.38055556,NA
2004_04_10,GUYANCOURT,7.1,2.1,0,13.43888889,NA
2004_04_11,GUYANCOURT,7.7,2.9,0,13.49722222,NA
2004_04_12,GUYANCOURT,7,2.6,0,13.55555556,NA
2004_04_13,GUYANCOURT,7.8,1.6,0,13.61361111,NA
2004_04_14,GUYANCOURT,10.8,2,0,13.67138889,NA
2004_04_15,GUYANCOURT,9.5,2.6,0,13.72888889,NA
2004_04_16,GUYANCOURT,12.1,3.2,0,13.78666667,NA
2004_04_17,GUYANCOURT,10.1,1.7,3.8,13.84361111,NA
2004_04_18,GUYANCOURT,9.1,2.1,7.8,13.90055556,NA
2004_04_19,GUYANCOURT,8.1,2.5,3.4,13.95722222,NA
2004_04_20,GUYANCOURT,8.8,1.3,0,14.01361111,NA
2004_04_21,GUYANCOURT,15.9,3.4,0.2,14.06972222,NA
2004_04_22,GUYANCOURT,14,3,0,14.12583333,NA
2004_04_23,GUYANCOURT,10.8,2.9,0,14.18138889,NA
2004_04_24,GUYANCOURT,11.9,3.6,0,14.23666667,NA
2004_04_25,GUYANCOURT,12.3,3.5,0,14.29166667,NA
2004_04_26,GUYANCOURT,12.8,3.6,0,14.34638889,NA
2004_04_27,GUYANCOURT,14.4,3,1.8,14.40055556,NA
2004_04_28,GUYANCOURT,11.5,2.5,2,14.45444444,NA
2004_04_29,GUYANCOURT,12.5,2.6,17.6,14.50777778,NA
2004_04_30,GUYANCOURT,13.5,1.8,2,14.56083333,NA
2004_05_01,GUYANCOURT,12.2,3.3,0,14.61361111,NA
2004_05_02,GUYANCOURT,11.9,2.5,0.4,14.66583333,NA
2004_05_03,GUYANCOURT,13.9,3.2,0,14.71722222,NA
2004_05_04,GUYANCOURT,8.6,1.8,5,14.76833333,NA
2004_05_05,GUYANCOURT,9.1,2.2,2.4,14.81916667,NA
2004_05_06,GUYANCOURT,7.9,2.3,0,14.86944444,NA
2004_05_07,GUYANCOURT,9.1,2.3,3.4,14.91888889,NA
2004_05_08,GUYANCOURT,8.4,0.5,11.6,14.96805556,NA
2004_05_09,GUYANCOURT,9.4,0.6,1.8,15.01638889,NA
2004_05_10,GUYANCOURT,12.1,1.2,0.4,15.06416667,NA
2004_05_11,GUYANCOURT,13.5,3.1,0,15.11138889,NA
2004_05_12,GUYANCOURT,11.6,4.1,0,15.15805556,NA
2004_05_13,GUYANCOURT,9.1,1.8,0,15.20361111,NA
2004_05_14,GUYANCOURT,10.5,3.3,0,15.24888889,NA
2004_05_15,GUYANCOURT,13.2,3.7,0,15.29333333,NA
2004_05_16,GUYANCOURT,15.1,4.5,0,15.33694444,NA
2004_05_17,GUYANCOURT,17.3,4.6,0.2,15.38,NA
2004_05_18,GUYANCOURT,17.4,4.4,0,15.42166667,NA
2004_05_19,GUYANCOURT,17.5,4.7,0,15.46305556,NA
2004_05_20,GUYANCOURT,16.9,4.6,0,15.50305556,NA
2004_05_21,GUYANCOURT,13.5,3.6,0,15.5425,NA
2004_05_22,GUYANCOURT,10.9,4.5,0,15.58111111,NA
2004_05_23,GUYANCOURT,10.2,3.2,0,15.61861111,NA
2004_05_24,GUYANCOURT,11.4,4.3,0,15.655,NA
2004_05_25,GUYANCOURT,12.9,4.4,0,15.69055556,NA
2004_05_26,GUYANCOURT,13.5,2.5,0.8,15.725,NA
2004_05_27,GUYANCOURT,13.3,4.3,0,15.75833333,NA
2004_05_28,GUYANCOURT,12.9,3.9,0,15.79083333,NA
2004_05_29,GUYANCOURT,15.6,4.3,1,15.82166667,NA
2004_05_30,GUYANCOURT,16.6,2.9,4.4,15.85194444,NA
2004_05_31,GUYANCOURT,13.5,2.6,6.6,15.88083333,NA
2004_06_01,GUYANCOURT,15.6,1.9,4.2,15.90833333,NA
2004_06_02,GUYANCOURT,16,2.8,0,15.93472222,NA
2004_06_03,GUYANCOURT,14.1,3.2,0.2,15.96,NA
2004_06_04,GUYANCOURT,14.8,1.7,0,15.98388889,NA
2004_06_05,GUYANCOURT,17.8,4.3,0,16.00666667,NA
2004_06_06,GUYANCOURT,16.9,5,0,16.02805556,NA
2004_06_07,GUYANCOURT,19.3,5.1,0,16.04805556,NA
2004_06_08,GUYANCOURT,22.1,5.6,0,16.06666667,NA
2004_06_09,GUYANCOURT,22,4.8,4.2,16.08416667,NA
2004_06_10,GUYANCOURT,21.2,4,1,16.1,NA
2004_06_11,GUYANCOURT,18,3.7,4.6,16.11472222,NA
2004_06_12,GUYANCOURT,15.2,3.9,0,16.12777778,NA
2004_06_13,GUYANCOURT,14.6,4.5,0,16.13972222,NA
2004_06_14,GUYANCOURT,16.1,4.9,0,16.14972222,NA
2004_06_15,GUYANCOURT,19.5,5.1,0,16.15861111,NA
2004_06_16,GUYANCOURT,19.1,4.5,0,16.16638889,NA
2004_06_17,GUYANCOURT,18,5.2,0,16.17222222,NA
2004_06_18,GUYANCOURT,14.5,2.8,0,16.17666667,NA
2004_06_19,GUYANCOURT,14.1,3.4,4.6,16.17944444,NA
2004_06_20,GUYANCOURT,11.3,3,0,16.18111111,NA
2004_06_21,GUYANCOURT,13.4,2.8,5,16.18111111,NA
2004_06_22,GUYANCOURT,18.2,3.4,5.6,16.17972222,NA
2004_06_23,GUYANCOURT,18.5,5.4,0,16.17666667,NA
2004_06_24,GUYANCOURT,14.6,3.9,0,16.1725,NA
2004_06_25,GUYANCOURT,14.4,4.3,0,16.16666667,NA
2004_06_26,GUYANCOURT,15.7,2.8,0,16.15916667,NA
2004_06_27,GUYANCOURT,20.1,4.5,0,16.15055556,NA
2004_06_28,GUYANCOURT,16.8,4.8,0,16.14027778,NA
2004_06_29,GUYANCOURT,16,4.8,0,16.12861111,NA
2004_06_30,GUYANCOURT,19,4.2,0,16.11583333,NA
2004_07_01,GUYANCOURT,16.5,2.9,0,16.10138889,NA
2004_07_02,GUYANCOURT,16.8,3.9,1.2,16.08583333,NA
2004_07_03,GUYANCOURT,16.9,4.3,0,16.06861111,NA
2004_07_04,GUYANCOURT,13.4,1.9,2.8,16.05,NA
2004_07_05,GUYANCOURT,17.4,3.9,0,16.03,NA
2004_07_06,GUYANCOURT,16.2,4.5,0,16.00888889,NA
2004_07_07,GUYANCOURT,18.9,3.6,7.8,15.98666667,NA
2004_07_08,GUYANCOURT,15.8,3,6.2,15.96305556,NA
2004_07_09,GUYANCOURT,14.6,2.2,4.2,15.93805556,NA
2004_07_10,GUYANCOURT,12.4,2.7,2.8,15.91166667,NA
2004_07_11,GUYANCOURT,12.8,1.9,10.8,15.88416667,NA
2004_07_12,GUYANCOURT,14.4,2,1,15.85583333,NA
2004_07_13,GUYANCOURT,16.8,3.1,0,15.82611111,NA
2004_07_14,GUYANCOURT,16.5,4.1,0,15.795,NA
2004_07_15,GUYANCOURT,20.1,2.2,0,15.76333333,NA
2004_07_16,GUYANCOURT,20.2,4.1,0,15.73027778,NA
2004_07_17,GUYANCOURT,22.5,4.1,6.4,15.69611111,NA
2004_07_18,GUYANCOURT,20.2,3.3,3.8,15.66083333,NA
2004_07_19,GUYANCOURT,18.5,2.8,7.2,15.625,NA
2004_07_20,GUYANCOURT,21.6,4.5,0,15.58777778,NA
2004_07_21,GUYANCOURT,21.5,3.9,0.2,15.54972222,NA
2004_07_22,GUYANCOURT,22.6,4.3,2.2,15.51111111,NA
2004_07_23,GUYANCOURT,21,4,0,15.47138889,NA
2004_07_24,GUYANCOURT,18.8,4.8,0,15.43055556,NA
2004_07_25,GUYANCOURT,16.7,3.8,0,15.38916667,NA
2004_07_26,GUYANCOURT,15.6,1.5,1.8,15.34666667,NA
2004_07_27,GUYANCOURT,19.1,4,0.2,15.30388889,NA
2004_07_28,GUYANCOURT,19,4.6,0.4,15.26,NA
2004_07_29,GUYANCOURT,20.2,4.6,0,15.21555556,NA
2004_07_30,GUYANCOURT,21.6,4.7,0,15.17,NA
2004_07_31,GUYANCOURT,22.9,4.9,0,15.12416667,NA
2004_08_01,GUYANCOURT,21.3,4.9,0,15.07777778,NA
2004_08_02,GUYANCOURT,23.8,4.7,0.2,15.03055556,NA
2004_08_03,GUYANCOURT,23,3.6,0.4,14.98305556,NA
2004_08_04,GUYANCOURT,20.6,4.3,0.2,14.93444444,NA
2004_08_05,GUYANCOURT,19.5,1.7,0.2,14.88555556,NA
2004_08_06,GUYANCOURT,22.1,4,0,14.83611111,NA
2004_08_07,GUYANCOURT,21,3.9,0,14.78611111,NA
2004_08_08,GUYANCOURT,23.8,4.1,4.6,14.73555556,NA
2004_08_09,GUYANCOURT,23.6,2.8,20.6,14.68472222,NA
2004_08_10,GUYANCOURT,21.4,3.9,0,14.63333333,NA
2004_08_11,GUYANCOURT,21.1,4.2,3.4,14.58138889,NA
2004_08_12,GUYANCOURT,18.3,2.4,7.6,14.52888889,NA
2004_08_13,GUYANCOURT,19.1,3.8,1,14.47638889,NA
2004_08_14,GUYANCOURT,20.1,3.4,0,14.42333333,NA
2004_08_15,GUYANCOURT,20,3.3,5.8,14.36972222,NA
2004_08_16,GUYANCOURT,20.6,3.1,0,14.31611111,NA
2004_08_17,GUYANCOURT,19.6,2.7,0.6,14.26166667,NA
2004_08_18,GUYANCOURT,21.3,2.8,15.8,14.2075,NA
2004_08_19,GUYANCOURT,19.8,4,5.2,14.15277778,NA
2004_08_20,GUYANCOURT,16.8,3.2,1.8,14.0975,NA
2004_08_21,GUYANCOURT,16.5,2.6,0.6,14.04222222,NA
2004_08_22,GUYANCOURT,15.2,2.9,0,13.98666667,NA
2004_08_23,GUYANCOURT,19.4,3.2,0,13.93083333,NA
2004_08_24,GUYANCOURT,18.4,3.4,5.4,13.87472222,NA
2004_08_25,GUYANCOURT,16.5,2.6,2,13.81861111,NA
2004_08_26,GUYANCOURT,17.6,3,0,13.76194444,NA
2004_08_27,GUYANCOURT,16.5,3.3,3.4,13.70527778,NA
2004_08_28,GUYANCOURT,19,2.4,9.6,13.64833333,NA
2004_08_29,GUYANCOURT,16.7,2.2,2.2,13.59138889,NA
2004_08_30,GUYANCOURT,16.5,2.7,0.2,13.53416667,NA
2004_08_31,GUYANCOURT,14.1,2.6,0,13.47666667,NA
2004_09_01,GUYANCOURT,15.3,2.9,0,13.41916667,NA
2004_09_02,GUYANCOURT,17.4,2.8,0.2,13.36138889,NA
2004_09_03,GUYANCOURT,20,3.1,0.2,13.30388889,NA
2004_09_04,GUYANCOURT,21.4,3.4,0,13.24583333,NA
2004_09_05,GUYANCOURT,22.2,3.7,0.2,13.1875,NA
2004_09_06,GUYANCOURT,21.5,3.9,0,13.12944444,NA
2004_09_07,GUYANCOURT,20.8,3.8,0,13.07111111,NA
2004_09_08,GUYANCOURT,21.7,3.9,0,13.01277778,NA
2004_09_09,GUYANCOURT,20.7,3.4,0.2,12.95416667,NA
2004_09_10,GUYANCOURT,21.1,2.9,0.2,12.89555556,NA
2004_09_11,GUYANCOURT,20.4,2.8,20.6,12.83694444,NA
2004_09_12,GUYANCOURT,16.1,2.8,0,12.77805556,NA
2004_09_13,GUYANCOURT,16.7,2.1,6.6,12.71916667,NA
2004_09_14,GUYANCOURT,16.1,2.8,0,12.66027778,NA
2004_09_15,GUYANCOURT,14.4,2.1,0.2,12.60138889,NA
2004_09_16,GUYANCOURT,11.8,1.9,0,12.54222222,NA
2004_09_17,GUYANCOURT,13.8,2.3,0,12.48333333,NA
2004_09_18,GUYANCOURT,18.8,3,0,12.42416667,NA
2004_09_19,GUYANCOURT,16.1,2.3,0,12.36527778,NA
2004_09_20,GUYANCOURT,13.2,1.8,0.2,12.30583333,NA
2004_09_21,GUYANCOURT,14.7,2.2,0,12.24666667,NA
2004_09_22,GUYANCOURT,14.5,1.9,0,12.1875,NA
2004_09_23,GUYANCOURT,17.5,1.5,1.4,12.12833333,NA
2004_09_24,GUYANCOURT,11.9,1.8,0,12.06916667,NA
2004_09_25,GUYANCOURT,10.8,1.5,0.4,12.01,NA
2004_09_26,GUYANCOURT,16,1.8,0,11.95083333,NA
2004_09_27,GUYANCOURT,14.8,0.9,0.8,11.89166667,NA
2004_09_28,GUYANCOURT,14.7,0.8,0,11.8325,NA
2004_09_29,GUYANCOURT,16.8,1.5,0,11.77333333,NA
2004_09_30,GUYANCOURT,17.7,1.7,0,11.71416667,NA
2004_10_01,GUYANCOURT,15.4,1.5,0,11.65527778,NA
2004_10_02,GUYANCOURT,13.6,1.5,0.2,11.59611111,NA
2004_10_03,GUYANCOURT,13,1.5,0,11.53722222,NA
2004_10_04,GUYANCOURT,17.5,2.1,0,11.47805556,NA
2004_10_05,GUYANCOURT,13.5,0.6,9.2,11.41944444,NA
2004_10_06,GUYANCOURT,13.7,1.6,0,11.36055556,NA
2004_10_07,GUYANCOURT,10.6,1,1,11.30166667,NA
2004_10_08,GUYANCOURT,10.9,0.8,2.2,11.24305556,NA
2004_10_09,GUYANCOURT,10.9,0.9,3.8,11.18416667,NA
2004_10_10,GUYANCOURT,11.6,1.1,0,11.12583333,NA
2004_10_11,GUYANCOURT,12.2,1.3,3,11.0675,NA
2004_10_12,GUYANCOURT,14.9,2.1,1.5,11.00916667,NA
2004_10_13,GUYANCOURT,12.2,0.9,10.2,10.95083333,NA
2004_10_14,GUYANCOURT,12.1,1.3,1.6,10.89277778,NA
2004_10_15,GUYANCOURT,9.2,1,1.8,10.835,NA
2004_10_16,GUYANCOURT,9.1,1,0.4,10.77694444,NA
2004_10_17,GUYANCOURT,9.6,0.9,1.8,10.71972222,NA
2004_10_18,GUYANCOURT,10.2,0.8,0,10.66222222,NA
2004_10_19,GUYANCOURT,9.9,0.5,6.8,10.60472222,NA
2004_10_20,GUYANCOURT,17,1.1,20.2,10.54805556,NA
2004_10_21,GUYANCOURT,12.4,1.4,0,10.49111111,NA
2004_10_22,GUYANCOURT,13.5,0.9,0,10.43444444,NA
2004_10_23,GUYANCOURT,16.1,1.2,0,10.37833333,NA
2004_10_24,GUYANCOURT,15.9,1.2,0,10.32194444,NA
2004_10_25,GUYANCOURT,12.8,1.1,0.6,10.26611111,NA
2004_10_26,GUYANCOURT,9.6,0.5,0.2,10.21055556,NA
2004_10_27,GUYANCOURT,8.2,0.5,6.6,10.15527778,NA
2004_10_28,GUYANCOURT,13.7,0.8,0,10.10055556,NA
2004_10_29,GUYANCOURT,12.6,0.8,0,10.04583333,NA
2004_10_30,GUYANCOURT,11.2,0.6,0.2,9.991666667,NA
2004_10_31,GUYANCOURT,7.7,0.4,0,9.937777778,NA
2004_11_01,GUYANCOURT,9.3,0.2,1.8,9.884166667,NA
2004_11_02,GUYANCOURT,10.9,0.4,0.2,9.831111111,NA
2004_11_03,GUYANCOURT,10,0.3,0,9.778333333,NA
2004_11_04,GUYANCOURT,9.4,0.6,0,9.726111111,NA
2004_11_05,GUYANCOURT,8.75,0.7,0,9.674444444,NA
2004_11_06,GUYANCOURT,8.15,0.9,0.1,9.623333333,NA
2004_11_07,GUYANCOURT,9.2,1,0.5,9.572222222,NA
2004_11_08,GUYANCOURT,4.95,0.2,2.9,9.521944444,NA
2004_11_09,GUYANCOURT,5.9,0.6,6.2,9.4725,NA
2004_11_10,GUYANCOURT,5.7,0.3,5.4,9.423333333,NA
2004_11_11,GUYANCOURT,6.45,0.8,0,9.375,NA
2004_11_12,GUYANCOURT,4.1,0.7,0.3,9.326944444,NA
2004_11_13,GUYANCOURT,5.45,1,0.2,9.279722222,NA
2004_11_14,GUYANCOURT,4.55,0.9,0,9.233055556,NA
2004_11_15,GUYANCOURT,3.45,0.5,0,9.1875,NA
2004_11_16,GUYANCOURT,7.45,0.4,0.6,9.1425,NA
2004_11_17,GUYANCOURT,10.35,1,0.2,9.098333333,NA
2004_11_18,GUYANCOURT,9.25,1.1,2.3,9.055,NA
2004_11_19,GUYANCOURT,5.2,0.7,0,9.0125,NA
2004_11_20,GUYANCOURT,4.15,0.3,9.2,8.970555556,NA
2004_11_21,GUYANCOURT,7.5,0.3,1.8,8.93,NA
2004_11_22,GUYANCOURT,10.3,0.7,0.5,8.890277778,NA
2004_11_23,GUYANCOURT,10.9,0.9,0,8.851388889,NA
2004_11_24,GUYANCOURT,8.05,0.8,0,8.813611111,NA
2004_11_25,GUYANCOURT,3.1,0.6,0.3,8.776666667,NA
2004_11_26,GUYANCOURT,4.95,0.3,0.2,8.740833333,NA
2004_11_27,GUYANCOURT,8.6,0.4,0,8.706388889,NA
2004_11_28,GUYANCOURT,6.25,0.3,3.8,8.672777778,NA
2004_11_29,GUYANCOURT,7,0.7,0,8.640277778,NA
2004_11_30,GUYANCOURT,5.95,0.8,0,8.609166667,NA
2004_12_01,GUYANCOURT,4,0.2,0.2,8.579166667,NA
2004_12_02,GUYANCOURT,4.05,1,0.4,8.550277778,NA
2004_12_03,GUYANCOURT,3.85,0.9,0,8.523055556,NA
2004_12_04,GUYANCOURT,2.15,0.4,0,8.496944444,NA
2004_12_05,GUYANCOURT,2.25,0.3,0,8.471944444,NA
2004_12_06,GUYANCOURT,5.2,0.6,0.2,8.448611111,NA
2004_12_07,GUYANCOURT,4.1,0.5,0,8.426111111,NA
2004_12_08,GUYANCOURT,3.05,0.6,0,8.405555556,NA
2004_12_09,GUYANCOURT,0.85,0.4,0,8.386111111,NA
2004_12_10,GUYANCOURT,0.05,0.3,0,8.368333333,NA
2004_12_11,GUYANCOURT,0.45,0.3,0,8.352222222,NA
2004_12_12,GUYANCOURT,-2.35,0.2,0,8.337222222,NA
2004_12_13,GUYANCOURT,-2.5,0.3,0,8.323888889,NA
2004_12_14,GUYANCOURT,-1.1,0.5,0,8.311944444,NA
2004_12_15,GUYANCOURT,0.25,0,0.2,8.301666667,NA
2004_12_16,GUYANCOURT,3.7,0,2.8,8.292777778,NA
2004_12_17,GUYANCOURT,6.4,0.9,8,8.285833333,NA
2004_12_18,GUYANCOURT,5.65,0.2,11.6,8.28,NA
2004_12_19,GUYANCOURT,5.05,0.7,7.4,8.276111111,NA
2004_12_20,GUYANCOURT,-0.9,0.5,0,8.273611111,NA
2004_12_21,GUYANCOURT,-1.95,1.8,0,8.273055556,NA
2004_12_22,GUYANCOURT,4.05,0.2,5.8,8.273888889,NA
2004_12_23,GUYANCOURT,7.1,0,0,8.276111111,NA
2004_12_24,GUYANCOURT,9.45,0.8,6.2,8.28,NA
2004_12_25,GUYANCOURT,3.25,1.2,1,8.285277778,NA
2004_12_26,GUYANCOURT,1.75,0,0,8.2925,NA
2004_12_27,GUYANCOURT,-0.5,0.2,3.2,8.301388889,NA
2004_12_28,GUYANCOURT,-1.1,0.2,2.8,8.311388889,NA
2004_12_29,GUYANCOURT,1.2,0,0,8.323333333,NA
2004_12_30,GUYANCOURT,1.25,0.1,1,8.336388889,NA
2004_12_31,GUYANCOURT,1.05,0.3,0.2,8.351388889,NA
2005_01_01,GUYANCOURT,2.3,0,0.4,8.367777778,NA
2005_01_02,GUYANCOURT,2.75,0.2,0.2,8.385277778,NA
2005_01_03,GUYANCOURT,5.7,0,0,8.404722222,NA
2005_01_04,GUYANCOURT,6,0,0.6,8.425277778,NA
2005_01_05,GUYANCOURT,5.9,0.2,4.8,8.4475,NA
2005_01_06,GUYANCOURT,3.95,0.4,0.2,8.471111111,NA
2005_01_07,GUYANCOURT,4.3,0.6,0,8.495833333,NA
2005_01_08,GUYANCOURT,2.2,0.9,0.6,8.522222222,NA
2005_01_09,GUYANCOURT,0.1,0.2,0,8.55,NA
2005_01_10,GUYANCOURT,0.55,0.7,0.6,8.578611111,NA
2005_01_11,GUYANCOURT,4.75,0.7,0.8,8.608888889,NA
2005_01_12,GUYANCOURT,8.25,0.6,0.2,8.640277778,NA
2005_01_13,GUYANCOURT,8.3,0.8,0.2,8.672777778,NA
2005_01_14,GUYANCOURT,10.65,0.3,0,8.706666667,NA
2005_01_15,GUYANCOURT,13.2,0.4,0,8.741666667,NA
2005_01_16,GUYANCOURT,13.3,0.3,0,8.777777778,NA
2005_01_17,GUYANCOURT,13.5,0.2,5.6,8.814722222,NA
2005_01_18,GUYANCOURT,10.25,0.7,3.8,8.852777778,NA
2005_01_19,GUYANCOURT,11.65,0.9,1.4,8.892222222,NA
2005_01_20,GUYANCOURT,9.65,0.3,1.6,8.932222222,NA
2005_01_21,GUYANCOURT,6.1,1,4.4,8.973333333,NA
2005_01_22,GUYANCOURT,5.2,0.6,13.2,9.015277778,NA
2005_01_23,GUYANCOURT,5.15,0.9,0.4,9.058333333,NA
2005_01_24,GUYANCOURT,3.6,0.8,0.4,9.102222222,NA
2005_01_25,GUYANCOURT,4.05,0.9,0,9.146944444,NA
2005_01_26,GUYANCOURT,3.3,1,0,9.192222222,NA
2005_01_27,GUYANCOURT,4.4,0.8,1.6,9.238333333,NA
2005_01_28,GUYANCOURT,7.9,0.2,5.6,9.285277778,NA
2005_01_29,GUYANCOURT,9.85,0.7,0.2,9.333055556,NA
2005_01_30,GUYANCOURT,11.9,0.7,0.8,9.381388889,NA
